*NSYNC featuring Nelly,Girlfriend (The Neptunes Remix),284
Karmin,Hello,235
Katharine McPhee,Had It All,184
Katy Perry,Rise,196
Katy Perry,This Is How We Do,201
Katy Perry,Unconditionally,227
Katy Perry,Roar,222
Katy Perry,Part of Me,212
Katy Perry,Wide Awake,219
Katy Perry,Hot n Cold,219
Katy Perry,Teenage Dream,227
Katy Perry,Last Friday Night (T.G.I.F.),230
Katy Perry,Waking Up in Vegas,197
Katy Perry,Firework,225
Katy Perry,The One That Got Away,226
Katy Perry,Thinking of You,236
Katy Perry,Birthday,212
Katy Perry featuring Juicy J,Dark Horse,212
Katy Perry featuring Kanye West,E.T.,228
Katy Perry featuring Snoop Dogg,California Gurls,232
Kaya Stewart,Sleepover,190
Ke$ha,Take It Off,211
Keith Anderson,I Still Miss You,235
Keith Urban,Days Go By,224
Keith Urban,Everybody,235
Keith Urban,Somebody Like You,222
Keith Urban,You'll Think of Me,292
Keith Urban,You're My Better Half,237
Keith Urban,Only You Can Love Me This Way,247
Keith Urban,I Told You So,238
Keith Urban,Making Memories of Us,249
Keith Urban,Sweet Thing,231
Keith Urban,Tonight I Wanna Cry,258
Kelis featuring Too Short,Bossy,272
Kelly Clarkson,Because of You,219
Kelly Clarkson,Heartbeat Song,197
Kelly Clarkson,Stronger (What Doesn't Kill You),219
Kelly Clarkson,Dark Side,222
Kelly Clarkson,My Life Would Suck Without You,211
Kelly Clarkson,Catch My Breath,247
Kelly Clarkson,Behind These Hazel Eyes,195
Kelly Clarkson,Mr. Know It All,229
Kelly Clarkson,Already Gone,277
Kelly Clarkson,Never Again,214
Kelly Clarkson,Piece by Piece (Idol version),210
Kelly Clarkson,Walk Away,186
Kelly Rowland,Stole,248
Kenny Chesney,Summertime,205
Kent Jones,Don't Mind,195
Keri Hilson featuring Kanye West and Ne-Yo,Knock You Down,250
Kesha,Tik Tok,198
Kesha,C'Mon,212
Kesha,Die Young,211
Kesha,Your Love Is My Drug,185
Kesha,Blow,218
Kesha,We R Who We R,204
Kesha featuring Juicy J,Crazy Kids (Remix),229
Kevin Rudolf featuring Lil Wayne,Let It Rock,230
Kid Cudi,Day 'n' Nite,220
Kid Ink featuring Chris Brown,Show Me,216
Kiesza,Hideaway,251
Kodaline,All I Want,228
Kongos,Come with Me Now,210
Krewella,Alive,206
Kris Allen,Live Like We're Dying,208
KT Tunstall,Suddenly I See,198
KT Tunstall,Black Horse and the Cherry Tree,170
Kungs and Cookin' on 3 Burners,This Girl,193
Kylie Minogue,Love at First Sight,236
Kylie Minogue,Can't Get You Out of My Head,229
La Roux,Bulletproof,205
Labrinth featuring Busta Rhymes,Earthquake,259
Labrinth featuring Emeli Sandé,Beneath Your Beautiful,270
Lady Antebellum,Need You Now,232
Lady Antebellum,I Run to You,253
Lady Antebellum,American Honey,221
Lady Antebellum,Just a Kiss,214
Lady Gaga,Bad Romance,258
Lady Gaga,Applause,210
Lady Gaga,Poker Face,236
Lady Gaga,Born This Way,259
Lady Gaga,Yoü and I,245
Lady Gaga,The Edge of Glory,259
Lady Gaga,LoveGame,215
Lady Gaga,Marry the Night,241
Lady Gaga,Alejandro,271
Lady Gaga featuring Colby O'Donis,Just Dance,239
Lady Gaga featuring R. Kelly,Do What U Want,225
Lana Del Rey,Summertime Sadness (Cedric Gervais Remix Edit),213
LANY,ILYSB,208
Lenny Kravitz,Dig In,214
Lenny Kravitz,I Belong to You,255
Lenny Kravitz,Stillness of Heart,254
Lenny Kravitz,Fly Away,221
Lenny Kravitz,Again,226
Lenny Kravitz,Lady,220
Lenny Kravitz,Where Are We Runnin'?,153
Lenny Kravitz,American Woman,231
Leona Lewis,Bleeding Love,237
Leona Lewis,Better in Time,233
Lifehouse,Whatever It Takes,204
Lifehouse,Halfway Gone,193
Lifehouse,First Time,201
Lifehouse,Hanging by a Moment,215
Lifehouse,You and Me,207
Lil Playy featuring Matthew Koma,Birthday Dress,203
Lil Wayne featuring Static Major,Lollipop,247
Lil Wayne featuring T-Pain,Got Money,244
Lil' Flip featuring Lea,Sunshine,220
Lilly Wood and the Prick and Robin Schulz,Prayer in C (Robin Schulz Radio Edit),188
Lily Allen,Smile,194
Limp Bizkit,Nookie,268
Lindsay Lohan,Rumors,188
Lisa Marie Presley,Lights Out,217
Little Big Town,Pontoon,221
Little Big Town,Girl Crush,193
Liz Phair,Why Can't I?,207
LL Cool J,Luv U Better,206
Lloyd,Get It Shawty,208
Lloyd featuring Lil Wayne,You,269
LMFAO,Sorry for Party Rocking,203
LMFAO,Sexy and I Know It,197
LMFAO featuring Lauren Bennett and GoonRock,Party Rock Anthem,231
Lorde,Royals,188
Lorde,Team,191
Los Lonely Boys,Heaven,220
Ludacris,Rollout (My Business),240
Ludacris featuring Bobby Valentino,Pimpin' All Over the World,238
Ludacris featuring Nicki Minaj,My Chick Bad,216
Ludacris featuring Shawnna,Stand Up,213
Ludacris featuring Usher and David Guetta,Rest of My Life,231
Lukas Graham,Mama Said,206
Lukas Graham,7 Years,236
Luke Bryan,Drink a Beer,205
Luke Bryan,That's My Kind of Night,191
Luke Bryan,Drunk on You,223
Luke Bryan,Strip It Down,242
Luke Bryan,I Don't Want This Night to End,217
Luke Bryan,Play It Again,229
Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",182
Lupe Fiasco,The Show Goes On,234
Lyfe Jennings,Must Be Nice,223
Lyfe Jennings featuring LaLa Brown,S.E.X.,199
M83,Midnight City,240
Macy Gray,I Try,236
Madonna featuring Nicki Minaj and M.I.A.,Give Me All Your Luvin',201
Maggie Rogers,Alaska,185
Magic!,Rude,222
Major Lazer and DJ Snake featuring MØ,Lean On,175
Mandy Moore,Crush,229
Mandy Moore,Candy,234
Mandy Moore,In My Pocket,218
Mandy Moore,I Wanna Be with You,252
Marc Anthony,I Need to Know,227
Marc Anthony,I've Got You,236
Marcy Playground,Sex & Candy,172
Maren Morris,My Church,195
Maria K.,Starbucks Smile,204
Mariah Carey,Don't Forget About Us,233
Mariah Carey,Obsessed,236
Mariah Carey featuring Miguel,#Beautiful,199
Mark Ronson featuring Bruno Mars,Uptown Funk,267
Maroon 5,Maps,188
Maroon 5,Sugar,232
Maroon 5,Love Somebody,227
Maroon 5,Payphone,221
Maroon 5,One More Night,219
Maroon 5,Daylight,221
Maroon 5,Misery,206
Maroon 5,This Summer's Gonna Hurt Like a Mother...,223
Maroon 5,Animals,228
Maroon 5 featuring Christina Aguilera,Moves like Jagger,200
Maroon 5 featuring Kendrick Lamar,Don't Wanna Know,212
Martin Garrix & Bebe Rexha,In the Name of Love,196
Mary J. Blige,Family Affair,239
Mary J. Blige,Just Fine,238
Mary Lambert,She Keeps Me Warm,229
Matt Nathanson,Come On Get Higher,212
Matthew Koma,One Night,213
Meghan Trainor,Me Too,179
Meghan Trainor,All About That Bass,187
Meghan Trainor,Lips Are Movin,179
Meghan Trainor,No,210
Meghan Trainor featuring John Legend,Like I'm Gonna Lose You,219
Metro Station,Shake It,177
Michael Franti & Spearhead,I'll Be Waiting,226
Michael Franti & Spearhead featuring Cherine Anderson,Say Hey (I Love You),217
Midnight Red,Take Me Home,213
Mike Posner,Please Don't Go,195
Mike Posner,Cooler Than Me,212
Mike Posner,I Took a Pill in Ibiza (SeeB Remix),193
Miley Cyrus,Wrecking Ball,221
Miley Cyrus,We Can't Stop,229
Miley Cyrus,Adore You,276
Mims,Like This,205
Mindless Behavior,My Girl,239
Miranda Cosgrove,Kissin U,196
Miranda Cosgrove,About You Now,190
Miranda Lambert,The House That Built Me,246
Missy Elliott featuring Ciara and Fat Man Scoop,Lose Control,180
MKTO,Classic,175
MKTO,Classic,172
Moby,We Are All Made of Stars,213
Montell Jordan,Get It On Tonite,275
Morning Parade,Alienation,262
Mr Probz,Waves (Robin Schulz Radio Edit),204
Mr. Cheeks,"Lights, Camera, Action!",260
Murphy Lee featuring Jermaine Dupri,Wat Da Hook Gon Be,224
Musiq Soulchild,Halfcrazy,249
Mýa,My Love Is Like...Wo,206
Mýa,Case of the Ex,230
Mystikal,Shake It Fast,253
Mystikal featuring Nivea,Danger (Been So Long),212
N Sync,Gone,290
N.O.R.E.,Nothin',237
Nas,I Can,248
Nas,Made You Look,201
Natalia Kills,Trouble,258
Natalie La Rose featuring Jeremih,Somebody,188
Natasha Bedingfield,Unwritten,231
Natasha Bedingfield,Pocketful of Sunshine,181
Natasha Bedingfield,"These Words (I Love You, I Love You)",215
Natasha Bedingfield featuring Sean Kingston,Love Like This,220
Naughty Boy featuring Sam Smith,La La La,216
Ne-Yo,Mad,251
Ne-Yo,Let Me Love You (Until You Learn to Love Yourself),250
Ne-Yo,Closer,234
Ne-Yo,Sexy Love,218
Ne-Yo,Because of You,225
Ne-Yo,Miss Independent,229
Ne-Yo,When You're Mad,217
Nelly,Hey Porsche,206
Nelly,Hot in Herre,228
Nelly,Just a Dream,235
Nelly featuring City Spud,Ride wit Me,253
Nelly featuring Jaheim,My Place,271
Nelly featuring Paul Wall and Ali & Gipp,Grillz,270
Nelly featuring St. Lunatics,Air Force Ones,270
Nelly featuring Tim McGraw,Over and Over,251
Nelly Furtado,Say It Right,225
Nelly Furtado,Turn Off the Light,275
Nelly Furtado featuring Timbaland,Promiscuous,220
Neon Hitch,Poisoned with Love,223
Neon Trees,Everybody Talks,177
Neon Trees,Animal,210
New Politics,Harlem,162
New Radicals,You Get What You Give,301
Niall Horan,This Town,229
Nick Cannon featuring R. Kelly,Gigolo,237
Nick Fradiani,Beautiful Life,208
Nick Jonas,Jealous,220
Nick Jonas,Chains,200
Nick Jonas featuring Tove Lo,Close,232
Nick Lachey,I Can't Hate You Anymore,231
Nick Lachey,What's Left of Me,244
Nickelback,Photograph,231
Nickelback,Someday,205
Nickelback,If Everyone Cared,215
Nickelback,If Today Was Your Last Day,245
Nickelback,Far Away,236
Nickelback,Rockstar,252
Nickelback,How You Remind Me,222
Nickelback,When We Stand Together,187
Nickelback,Lullaby,225
Nickelback,This Afternoon,252
Nickelback,Gotta Be Somebody,250
Nickelback,Savin' Me,217
Nicki Minaj,Anaconda,199
Nicki Minaj,Pound the Alarm,202
Nicky Davey,Been Lovin' You,229
Nico & Vinz,Am I Wrong,243
Nikki Williams,Glowing,245
Nina Sky featuring Jabba,Move Ya Body,231
Nine Days,Absolutely (Story of a Girl),191
Nivea featuring Brian and Brandon Casey of Jagged Edge,Don't Mess with My Man,210
No Doubt,It's My Life,226
No Doubt featuring Lady Saw,Underneath It All,247
Norah Jones,Sunrise,199
Norah Jones,Don't Know Why,183
NSYNC,Pop,174
NSYNC,This I Promise You,283
NSYNC,Bye Bye Bye,199
NSYNC,It's Gonna Be Me,191
Of Monsters and Men,Little Talks (Edit),252
OK Go,Here It Goes Again,163
Oleander,Why I'm Here,240
Olly Murs featuring Flo Rida,Troublemaker,183
Omarion,Ice Box,239
Omarion,O,246
OMI,Cheerleader (Felix Jaehn Remix Radio Edit),180
One Direction,Kiss You,179
One Direction,Story of My Life,244
One Direction,Night Changes,224
One Direction,One Thing,193
One Direction,What Makes You Beautiful,197
One Direction,Live While We're Young,198
One Direction,Steal My Girl,225
OneRepublic,Stop and Stare,219
OneRepublic,Love Runs Out,222
OneRepublic,Counting Stars,255
OneRepublic,I Lived,234
OneRepublic,Feel Again,176
OneRepublic,All the Right Moves,236
OneRepublic,Secrets,222
OneRepublic,Good Life,249
Orianthi,According to You,197
Our Lady Peace,Somewhere Out There,250
Outkast,Hey Ya!,231
Owl City,Fireflies,225
Owl City and Carly Rae Jepsen,Good Time,201
Parachute,You and Me,213
Paramore,Still Into You,214
Paramore,Crushcrushcrush,179
Paramore,The Only Exception,264
Paramore,Ain't It Fun,230
Parson James,Temple,246
Passenger,Let Her Go,249
Paulina Rubio,Don't Say Goodbye (Radio Edit),218
Petey Pablo,Raise Up (All Cities Remix),238
Petey Pablo,Freek-a-Leek,233
Pharrell Williams,Happy,231
Phillip Phillips,Home,208
Phoebe Ryan,Chronic,196
Pia Mia,On My Mind,184
Pink,Blow Me (One Last Kiss),229
Pink,Please Don't Leave Me,229
Pink,Try,245
Pink,So What,213
Pink,Who Knew,206
Pink,F**kin' Perfect,210
Pink,U + Ur Hand,212
Pink,Raise Your Glass,200
Pink,Sober,249
Pink,Just Like Fire (From the Original Motion Picture Alice Through the Looking Glass),213
Pink featuring Nate Ruess,Just Give Me a Reason,241
Pink featuring Redman,Get the Party Started/Sweet Dreams,242
Pitbull,Back in Time (from Men in Black III),204
Pitbull,I Know You Want Me (Calle Ocho),182
Pitbull,Hotel Room Service,237
Pitbull and Ne-Yo,Time of Our Lives,211
Pitbull featuring Chris Brown,Fun,201
Pitbull featuring Chris Brown,International Love,225
Pitbull featuring Christina Aguilera,Feel This Moment,226
Pitbull featuring Flo Rida and LunchMoney Lewis,Greenlight,235
Pitbull featuring G.R.L.,Wild Wild Love,201
Pitbull featuring John Ryan,Fireball,234
Pitbull featuring Kesha,Timber,202
"Pitbull featuring Ne-Yo, Afrojack and Nayer",Give Me Everything,252
Pitbull featuring T-Pain,Hey Baby (Drop It to the Floor),204
Pitbull featuring TJR,Don't Stop the Party,205
Plain White T's,Hey There Delilah,230
Psy,Gangnam Style,217
Pussycat Dolls,When I Grow Up,233
Pussycat Dolls,I Hate This Part,217
Pussycat Dolls featuring Snoop Dogg,Buttons,226
R. City featuring Adam Levine,Locked Away,225
R. Kelly,Thoia Thoing,220
R. Kelly,When a Woman's Fed Up (Clean Version),278
R. Kelly,I Wish,249
R. Kelly,If I Could Turn Back the Hands of Time,298
R. Kelly featuring Jay-Z and Boo & Gotti,Fiesta Remix,265
Rachel Platten,Stand by You,217
Rachel Platten,Fight Song,201
Radiohead,Karma Police,261
Rae Sremmurd,No Flex Zone,231
Rae Sremmurd featuring Gucci Mane,Black Beatles,291
Ray J,One Wish,237
Ray J featuring Yung Berg,Sexy Can I?,204
Relient K,Who I Am Hates Who I've Been,232
Relient K,Be My Escape,190
Rihanna,If It's Lovin' That You Want,206
Rihanna,Don't Stop the Music,263
Rihanna,Disturbia,236
Rihanna,Rude Boy,222
Rihanna,Unfaithful,226
Rihanna,Shut Up and Drive,211
Rihanna,Pon de Replay,213
Rihanna,S&M,241
Rihanna,Cheers (Drink to That),238
Rihanna,Only Girl (In the World),232
Rihanna,Rehab,293
Rihanna,SOS,239
Rihanna featuring Jeezy,Hard,249
Rihanna featuring Sean Paul,Break It Off,213
Rixton,Me and My Broken Heart,191
Robbie Williams,Feel,263
Robbie Williams,Millennium,246
Robin Schulz featuring Francesco Yates,Sugar,218
Robin Thicke featuring T.I. and Pharrell Williams,Blurred Lines,261
Runner Runner,So Obvious,226
Ryan Star,Stay Awhile,216
S Club 7,Never Had a Dream Come True,240
Saliva,Always,230
Sam Hunt,Take Your Time,218
Sam Smith,I'm Not the Only One,201
Sam Smith,Stay with Me,171
Samantha Mumba,"Baby, Come Over (This Is Our Night)",211
Samantha Mumba,Gotta Tell You,199
Sammy Adams,Blow Up,176
Santana featuring Chad Kroeger of Nickelback,Into the Night,220
Sara Bareilles,Brave,217
Sara Bareilles,Love Song,256
Sara Bareilles,King of Anything,205
Sarah Connor,Bounce,220
Savage featuring Soulja Boy Tell 'Em,Swing,218
Savage Garden,I Knew I Loved You,250
Saving Abel,Addicted,222
Saving Abel,18 Days,228
Saving Jane,Girl Next Door,202
Sean Kingston,Take You There,236
Sean Kingston,Beautiful Girls,223
Sean Paul,Temperature,216
Selena Gomez,Come & Get It,230
Selena Gomez,Slow Down,208
Selena Gomez,The Heart Wants What It Wants,224
Selena Gomez,Hands to Myself,199
Selena Gomez,Same Old Love,227
Selena Gomez,Kill Em with Kindness,211
Selena Gomez & the Scene,Who Says,189
Selena Gomez & the Scene,Love You Like a Love Song,185
Selena Gomez featuring A$AP Rocky,Good for You,219
Semisonic,Closing Time,274
"Seven Lions featuring Myon, Shane 54 and Tove Lo",Strangers,201
Shaggy,It Wasn't Me,227
Shakira,"Whenever, Wherever",195
Shakira,Objection (Tango),218
Shakira,Underneath Your Clothes,219
Shakira,She Wolf,185
Shakira,La Tortura,212
Shawn Mendes,Life of the Party,212
Shawn Mendes,Treat You Better,186
Shawn Mendes,Stitches,205
Sheryl Crow,The First Cut Is the Deepest,224
Sheryl Crow,My Favorite Mistake,247
Shontelle,Impossible,223
Sia,Chandelier,213
Sia featuring Kendrick Lamar,The Greatest,203
Sia featuring Sean Paul,Cheap Thrills,218
Sick Puppies,Maybe,200
Sigala featuring John Newman and Nile Rodgers,Give Me Your Love,205
Silentó,Watch Me (Whip/Nae Nae),179
Sisqó,Incomplete,231
Skrillex and Diplo featuring Justin Bieber,Where Are Ü Now,243
Sky Ferreira,Everything Is Embarrassing,247
Sky Ferreira,Obsession,221
Skye Sweetnam,Tangled Up in Me,161
Skylar Stecker,Crazy Beautiful,209
Smallpools,Dreaming,215
Smash Mouth,I'm a Believer,184
Smash Mouth,Then the Morning Comes,182
Smash Mouth,All Star,199
Snoop Dogg,I Wanna Rock,236
Snoop Dogg featuring Pharrell,Drop It Like It's Hot,268
Snoop Dogg featuring Pharrell and Charlie Wilson,Beautiful,242
Sonique,It Feels So Good,238
soulDecision,Faded,204
Soulja Boy Tell 'Em,Crank That (Soulja Boy),221
Soulja Boy Tell 'em featuring Sammie,Kiss Me thru the Phone,192
Spice Girls,Goodbye (Single Version),283
Spice Girls,Say You'll Be There,236
Stacie Orrico,Stuck,222
Stacie Orrico,(There's Gotta Be) More to Life,199
Stanaj,Ain't Love Strange,196
Sublime,What I Got (Clean Version),168
Sugarland,Stuck Like Glue,256
Sum 41,The Hell Song,196
Sum 41,Fat Lip,178
Susan Justice,Eat Dirt,219
Swedish House Mafia featuring John Martin,Don't You Worry Child,209
Switchfoot,Dare You to Move,246
Switchfoot,Meant to Live,199
T-Pain,I'm Sprung,185
T-Pain,I'm n Luv,225
T-Pain featuring Lily Allen,5 O'Clock,210
T-Pain featuring Yung Joc,Buy U a Drank (Shawty Snappin'),228
T.I.,Whatever You Like,219
T.I. featuring Justin Timberlake,Dead and Gone,232
Taio Cruz,Dynamite,216
Taylor Swift,Fearless,251
Taylor Swift,Our Song,201
Taylor Swift,I Knew You Were Trouble,218
Taylor Swift,22,227
Taylor Swift,Blank Space,231
Taylor Swift,Ours,247
Taylor Swift,Teardrops on My Guitar,178
Taylor Swift,We Are Never Ever Getting Back Together,191
Taylor Swift,Style,229
Taylor Swift,You Belong with Me,227
Taylor Swift,Out of the Woods,233
Taylor Swift,Mine,239
Taylor Swift,Love Story,233
Taylor Swift,Wildest Dreams,216
Taylor Swift featuring Ed Sheeran,Everything Has Changed,243
Taylor Swift featuring Kendrick Lamar,Bad Blood,196
Teddy Geiger,These Walls,217
Teddy Geiger,For You I Will (Confidence),226
Télépopmusik,Breathe,207
Terror Squad featuring Fat Joe & Remy,Lean Back,247
Teyana Taylor featuring Pusha T and Yo Gotti,Maybe,245
Thalía featuring Fat Joe,I Want You,209
That Poppy,Lowlife,204
The All-American Rejects,Dirty Little Secret,193
The All-American Rejects,It Ends Tonight,244
The All-American Rejects,Gives You Hell,211
The All-American Rejects,Move Along,238
The Ataris,In This Diary,229
The Ataris,The Boys of Summer,241
The Black Eyed Peas,My Humps,223
The Black Eyed Peas,Shut Up,224
The Black Eyed Peas,Let's Get It Started,216
The Black Eyed Peas,Boom Boom Pow,216
The Black Eyed Peas,Imma Be,232
The Black Eyed Peas,Don't Phunk with My Heart,241
The Black Eyed Peas,The Time (Dirty Bit),250
The Black Eyed Peas,Just Can't Get Enough,219
The Black Eyed Peas,I Gotta Feeling,243
The Black Eyed Peas,Hey Mama,225
The Black Eyed Peas,Rock That Body,238
The Black Eyed Peas featuring Justin Timberlake,Where Is the Love?,229
The Chainsmokers,Selfie,181
The Chainsmokers featuring Daya,Don't Let Me Down,206
The Chainsmokers featuring Rozes,Roses,223
The Click Five,Just the Girl,230
The Fray,How to Save a Life,239
The Fray,You Found Me,240
The Fray,Over My Head (Cable Car),235
The Killers,Mr. Brightside,221
The Last Goodnight,Pictures of You,189
The Pussycat Dolls,Stickwitu,208
The Pussycat Dolls featuring Busta Rhymes,Don't Cha,216
The Ready Set,Give Me Your Hand,225
The Ready Set,Love Like Woe,199
The Red Jumpsuit Apparatus,Face Down,189
The Royal Concept,On Our Way,193
The Royal Concept,Smile,193
The Score,Oh My Love,215
The Script,Breakeven,255
The Script,Nothing,268
The Script featuring will.i.am,Hall of Fame,200
The Secret Sisters,Tennessee Me,140
The Temper Trap,Sweet Disposition,230
The Ting Tings,That's Not My Name,296
The Wanted,Glad You Came,197
The Weeknd,In the Night,233
The Weeknd,Can't Feel My Face,211
The Weeknd,The Hills,237
The Weeknd featuring Daft Punk,Starboy,227
The Wiseguys featuring Greg Nice,Start the Commotion,152
The Young Wild,Not a One,194
Thomas Rhett,Die a Happy Man,226
Three 6 Mafia,Poppin' My Collar,176
Three 6 Mafia featuring Young Buck and Eightball & MJG,Stay Fly,215
Three Days Grace,(I Hate) Everything About You,230
Three Days Grace,Never Too Late,207
Three Days Grace,Home,238
Three Days Grace,Just Like You,185
Tiffany Dunn,Shut the Front Door (Got My Girls),227
Timbaland featuring Keri Hilson & D.O.E.,The Way I Are,196
Timbaland featuring OneRepublic,Apologize,184
Tinie Tempah featuring Eric Turner,Written in the Stars,205
Toby Keith,Red Solo Cup,234
Tonic,If You Could Only See,261
Tori Kelly,Nobody Love,201
Tory Lanez,Luv,225
Tove Lo,Talking Body,235
Tove Lo,Habits (Stay High),205
Toy Connor,Be in Love Tonight,186
Trace Adkins,Honky Tonk Badonkadonk,239
Trace Adkins,You're Gonna Miss This,223
Train,"Hey, Soul Sister",213
Train,Meet Virginia,238
Train,Drive By,190
Train,50 Ways to Say Goodbye,245
Transviolet,New Bohemia,217
Trap Beckham,Birthday Chick,195
Travie McCoy featuring Bruno Mars,Billionaire,209
Trevor Hall,Brand New Day,210
Trey Songz featuring Nicki Minaj,Bottoms Up,239
Tristan Prettyman,My Oh My,217
Troye Sivan,Youth,182
U2,Walk On,296
U2,Sweetest Thing (The Single Mix),182
U2,Stuck in a Moment You Can't Get Out Of,221
U2,Beautiful Day,244
U2,Vertigo,190
Urban Cone,Old School,183
Usher,U Got It Bad,247
Usher,Scream,234
Usher,Numb,219
Usher,More,227
Usher featuring Juicy J,I Don't Mind,248
Usher featuring Pitbull,DJ Got Us Fallin' in Love,219
Usher featuring will.i.am,OMG,267
V V Brown featuring Chiddy Bang,Children,193
Vanessa Carlton,Ordinary Day,238
Vanessa Carlton,Pretty Baby,246
Vanessa Carlton,A Thousand Miles,235
Waka Flocka Flame featuring Roscoe Dash & Wale,No Hands,262
Walk the Moon,Shut Up and Dance,196
Walk the Moon,Anna Sun,217
Walk the Moon,Shut Up and Dance,196
Wallpaper,Drunken Hearts,216
Weathers,Happy Pills,201
Weezer,Beverly Hills,195
Westside Connection featuring Nate Dogg,Gangsta Nation,269
Will Smith,Switch,193
Willow Smith,Whip My Hair,193
Wiz Khalifa featuring Charlie Puth,See You Again (from Furious 7),227
Wrabel,Ten Feet Tall,216
X Ambassadors,Unsteady,188
X Ambassadors,Renegades,194
Yellowcard,Ocean Avenue,195
Young and Divine,Shake That Bubble,185
Young Jeezy featuring Kanye West,Put On,257
Young Money featuring Lloyd,BedRock,288
Yung Berg featuring Casha,The Business,230
Zach Heckendorf,All the Right Places,201
Zara Larsson,Uncover,211
Zara Larsson and MNEK,Never Forget You,211
Zay Hilfigerrr & Zayion McCall,Juju on That Beat (TZ Anthem),144
Zayn,Pillowtalk,203
Zedd featuring Foxes,Clarity,267
Zedd featuring Hayley Williams,Stay the Night,214
ZZ Ward,Last Love Song,209